Date,3Mo,6Mo,1Yr,2Yr,3Yr,4Yr,5Yr,7Yr,10Yr,30Yr
3/4/1991,0.06,0.06,0.07,0.07,0.07,0.08,0.08,0.08,0.08,0.08
3/5/1991,0.06,0.06,0.06,0.07,0.07,0.08,0.08,0.08,0.08,0.08
3/6/1991,0.06,0.06,0.07,0.07,0.07,0.08,0.08,0.08,0.08,0.08
3/7/1991,0.06,0.06,0.07,0.07,0.07,0.08,0.08,0.08,0.08,0.08
3/8/1991,0.06,0.06,0.06,0.07,0.07,0.08,0.08,0.08,0.08,0.08
3/11/1991,0.06,0.06,0.06,0.07,0.07,0.08,0.08,0.08,0.08,0.08
3/12/1991,0.06,0.06,0.06,0.07,0.07,0.08,0.08,0.08,0.08,0.08
3/13/1991,0.06,0.06,0.06,0.07,0.07,0.07,0.08,0.08,0.08,0.08
3/14/1991,0.06,0.06,0.06,0.07,0.07,0.07,0.08,0.08,0.08,0.08
3/15/1991,0.06,0.06,0.06,0.07,0.07,0.07,0.08,0.08,0.08,0.08
3/18/1991,0.06,0.06,0.06,0.07,0.07,0.08,0.08,0.08,0.08,0.08
3/19/1991,0.06,0.06,0.06,0.07,0.07,0.08,0.08,0.08,0.08,0.08
3/20/1991,0.06,0.06,0.06,0.07,0.07,0.08,0.08,0.08,0.08,0.08
3/21/1991,0.06,0.06,0.06,0.07,0.07,0.08,0.08,0.08,0.08,0.08
3/22/1991,0.06,0.06,0.06,0.07,0.07,0.08,0.08,0.08,0.08,0.08
3/25/1991,0.06,0.06,0.06,0.07,0.07,0.08,0.08,0.08,0.08,0.08
3/26/1991,0.06,0.06,0.06,0.07,0.07,0.08,0.08,0.08,0.08,0.08
3/27/1991,0.06,0.06,0.06,0.07,0.07,0.08,0.08,0.08,0.08,0.08
3/28/1991,0.06,0.06,0.06,0.07,0.07,0.08,0.08,0.08,0.08,0.08
4/1/1991,0.06,0.06,0.06,0.07,0.07,0.08,0.08,0.08,0.08,0.08
4/2/1991,0.06,0.06,0.06,0.07,0.07,0.07,0.08,0.08,0.08,0.08
4/3/1991,0.06,0.06,0.06,0.07,0.07,0.07,0.08,0.08,0.08,0.08
4/4/1991,0.06,0.06,0.06,0.07,0.07,0.07,0.08,0.08,0.08,0.08
4/5/1991,0.06,0.06,0.06,0.07,0.07,0.07,0.08,0.08,0.08,0.08
4/8/1991,0.06,0.06,0.06,0.07,0.07,0.07,0.08,0.08,0.08,0.08
4/9/1991,0.06,0.06,0.06,0.07,0.07,0.07,0.08,0.08,0.08,0.08
4/10/1991,0.06,0.06,0.06,0.07,0.07,0.08,0.08,0.08,0.08,0.08
4/11/1991,0.06,0.06,0.06,0.07,0.07,0.07,0.08,0.08,0.08,0.08
4/12/1991,0.06,0.06,0.06,0.07,0.07,0.07,0.08,0.08,0.08,0.08
4/15/1991,0.06,0.06,0.06,0.07,0.07,0.07,0.08,0.08,0.08,0.08
4/16/1991,0.06,0.06,0.06,0.07,0.07,0.07,0.08,0.08,0.08,0.08
4/17/1991,0.06,0.06,0.06,0.07,0.07,0.07,0.08,0.08,0.08,0.08
4/18/1991,0.06,0.06,0.06,0.07,0.07,0.07,0.08,0.08,0.08,0.08
4/19/1991,0.06,0.06,0.06,0.07,0.07,0.08,0.08,0.08,0.08,0.08
4/22/1991,0.06,0.06,0.06,0.07,0.07,0.08,0.08,0.08,0.08,0.08
4/23/1991,0.06,0.06,0.06,0.07,0.07,0.08,0.08,0.08,0.08,0.08
4/24/1991,0.06,0.06,0.06,0.07,0.07,0.07,0.08,0.08,0.08,0.08
4/25/1991,0.06,0.06,0.06,0.07,0.07,0.07,0.08,0.08,0.08,0.08
4/26/1991,0.06,0.06,0.06,0.07,0.07,0.07,0.08,0.08,0.08,0.08
4/29/1991,0.06,0.06,0.06,0.07,0.07,0.07,0.08,0.08,0.08,0.08
4/30/1991,0.06,0.06,0.06,0.07,0.07,0.07,0.08,0.08,0.08,0.08
5/1/1991,0.06,0.06,0.06,0.07,0.07,0.07,0.08,0.08,0.08,0.08
5/2/1991,0.06,0.06,0.06,0.07,0.07,0.07,0.08,0.08,0.08,0.08
5/3/1991,0.06,0.06,0.06,0.07,0.07,0.07,0.08,0.08,0.08,0.08
5/6/1991,0.06,0.06,0.06,0.07,0.07,0.07,0.08,0.08,0.08,0.08
5/7/1991,0.06,0.06,0.06,0.07,0.07,0.07,0.08,0.08,0.08,0.08
5/8/1991,0.06,0.06,0.06,0.07,0.07,0.07,0.08,0.08,0.08,0.08
5/9/1991,0.06,0.06,0.06,0.07,0.07,0.07,0.08,0.08,0.08,0.08
5/10/1991,0.06,0.06,0.06,0.07,0.07,0.07,0.08,0.08,0.08,0.08
5/13/1991,0.06,0.06,0.06,0.07,0.07,0.07,0.08,0.08,0.08,0.08
5/14/1991,0.06,0.06,0.06,0.07,0.07,0.07,0.08,0.08,0.08,0.08
5/15/1991,0.06,0.06,0.06,0.07,0.07,0.07,0.08,0.08,0.08,0.08
5/16/1991,0.06,0.06,0.06,0.07,0.07,0.07,0.08,0.08,0.08,0.08
5/17/1991,0.06,0.06,0.06,0.07,0.07,0.07,0.08,0.08,0.08,0.08
5/20/1991,0.06,0.06,0.06,0.07,0.07,0.07,0.08,0.08,0.08,0.08
5/21/1991,0.06,0.06,0.06,0.07,0.07,0.07,0.08,0.08,0.08,0.08
5/22/1991,0.06,0.06,0.06,0.07,0.07,0.07,0.08,0.08,0.08,0.08
5/23/1991,0.06,0.06,0.06,0.07,0.07,0.07,0.08,0.08,0.08,0.08
5/24/1991,0.06,0.06,0.06,0.07,0.07,0.07,0.08,0.08,0.08,0.08
5/28/1991,0.06,0.06,0.06,0.07,0.07,0.07,0.08,0.08,0.08,0.08
5/29/1991,0.06,0.06,0.06,0.07,0.07,0.07,0.08,0.08,0.08,0.08
5/30/1991,0.06,0.06,0.06,0.07,0.07,0.07,0.08,0.08,0.08,0.08
5/31/1991,0.06,0.06,0.06,0.07,0.07,0.07,0.08,0.08,0.08,0.08
6/3/1991,0.06,0.06,0.06,0.07,0.07,0.08,0.08,0.08,0.08,0.08
6/4/1991,0.06,0.06,0.06,0.07,0.07,0.08,0.08,0.08,0.08,0.08
6/5/1991,0.06,0.06,0.06,0.07,0.07,0.08,0.08,0.08,0.08,0.08
6/6/1991,0.06,0.06,0.06,0.07,0.07,0.08,0.08,0.08,0.08,0.08
6/7/1991,0.06,0.06,0.06,0.07,0.07,0.08,0.08,0.08,0.08,0.08
6/10/1991,0.06,0.06,0.06,0.07,0.07,0.08,0.08,0.08,0.08,0.08
6/11/1991,0.06,0.06,0.06,0.07,0.07,0.08,0.08,0.08,0.08,0.08
6/12/1991,0.06,0.06,0.06,0.07,0.07,0.08,0.08,0.08,0.08,0.09
6/13/1991,0.06,0.06,0.06,0.07,0.07,0.08,0.08,0.08,0.08,0.09
6/14/1991,0.06,0.06,0.06,0.07,0.07,0.08,0.08,0.08,0.08,0.08
6/17/1991,0.06,0.06,0.06,0.07,0.07,0.08,0.08,0.08,0.08,0.08
6/18/1991,0.06,0.06,0.06,0.07,0.07,0.08,0.08,0.08,0.08,0.09
6/19/1991,0.06,0.06,0.06,0.07,0.07,0.08,0.08,0.08,0.08,0.09
6/20/1991,0.06,0.06,0.06,0.07,0.07,0.08,0.08,0.08,0.08,0.08
6/21/1991,0.06,0.06,0.06,0.07,0.07,0.08,0.08,0.08,0.08,0.09
6/24/1991,0.06,0.06,0.06,0.07,0.07,0.08,0.08,0.08,0.08,0.09
6/25/1991,0.06,0.06,0.06,0.07,0.07,0.08,0.08,0.08,0.08,0.09
6/26/1991,0.06,0.06,0.06,0.07,0.07,0.08,0.08,0.08,0.08,0.09
6/27/1991,0.06,0.06,0.06,0.07,0.07,0.08,0.08,0.08,0.08,0.08
6/28/1991,0.06,0.06,0.06,0.07,0.07,0.08,0.08,0.08,0.08,0.08
7/1/1991,0.06,0.06,0.06,0.07,0.07,0.08,0.08,0.08,0.08,0.08
7/2/1991,0.06,0.06,0.06,0.07,0.07,0.08,0.08,0.08,0.08,0.08
7/3/1991,0.06,0.06,0.06,0.07,0.07,0.08,0.08,0.08,0.08,0.08
7/5/1991,0.06,0.06,0.06,0.07,0.07,0.08,0.08,0.08,0.08,0.08
7/8/1991,0.06,0.06,0.06,0.07,0.07,0.08,0.08,0.08,0.08,0.09
7/9/1991,0.06,0.06,0.06,0.07,0.07,0.08,0.08,0.08,0.08,0.09
7/10/1991,0.06,0.06,0.06,0.07,0.07,0.08,0.08,0.08,0.08,0.09
7/11/1991,0.06,0.06,0.06,0.07,0.07,0.08,0.08,0.08,0.08,0.08
7/12/1991,0.06,0.06,0.06,0.07,0.07,0.08,0.08,0.08,0.08,0.08
7/15/1991,0.06,0.06,0.06,0.07,0.07,0.08,0.08,0.08,0.08,0.08
7/16/1991,0.06,0.06,0.06,0.07,0.07,0.08,0.08,0.08,0.08,0.08
7/17/1991,0.06,0.06,0.06,0.07,0.07,0.08,0.08,0.08,0.08,0.08
7/18/1991,0.06,0.06,0.06,0.07,0.07,0.08,0.08,0.08,0.08,0.09
7/19/1991,0.06,0.06,0.06,0.07,0.07,0.08,0.08,0.08,0.08,0.08
7/22/1991,0.06,0.06,0.06,0.07,0.07,0.08,0.08,0.08,0.08,0.08
7/23/1991,0.06,0.06,0.06,0.07,0.07,0.08,0.08,0.08,0.08,0.09
7/24/1991,0.06,0.06,0.06,0.07,0.07,0.08,0.08,0.08,0.08,0.08
7/25/1991,0.06,0.06,0.06,0.07,0.07,0.08,0.08,0.08,0.08,0.08
7/26/1991,0.06,0.06,0.06,0.07,0.07,0.08,0.08,0.08,0.08,0.08
7/29/1991,0.06,0.06,0.06,0.07,0.07,0.08,0.08,0.08,0.08,0.08
7/30/1991,0.06,0.06,0.06,0.07,0.07,0.08,0.08,0.08,0.08,0.08
7/31/1991,0.06,0.06,0.06,0.07,0.07,0.07,0.08,0.08,0.08,0.08
8/1/1991,0.06,0.06,0.06,0.07,0.07,0.08,0.08,0.08,0.08,0.08
8/2/1991,0.06,0.06,0.06,0.07,0.07,0.07,0.08,0.08,0.08,0.08
8/5/1991,0.06,0.06,0.06,0.07,0.07,0.07,0.08,0.08,0.08,0.08
8/6/1991,0.06,0.06,0.06,0.07,0.07,0.07,0.08,0.08,0.08,0.08
8/7/1991,0.06,0.06,0.06,0.07,0.07,0.07,0.08,0.08,0.08,0.08
8/8/1991,0.06,0.06,0.06,0.07,0.07,0.07,0.08,0.08,0.08,0.08
8/9/1991,0.05,0.06,0.06,0.06,0.07,0.07,0.08,0.08,0.08,0.08
8/12/1991,0.05,0.06,0.06,0.06,0.07,0.07,0.07,0.08,0.08,0.08
8/13/1991,0.05,0.06,0.06,0.06,0.07,0.07,0.07,0.08,0.08,0.08
8/14/1991,0.05,0.06,0.06,0.06,0.07,0.07,0.07,0.08,0.08,0.08
8/15/1991,0.05,0.06,0.06,0.06,0.07,0.07,0.07,0.08,0.08,0.08
8/16/1991,0.05,0.06,0.06,0.06,0.07,0.07,0.07,0.08,0.08,0.08
8/19/1991,0.05,0.05,0.06,0.06,0.07,0.07,0.07,0.08,0.08,0.08
8/20/1991,0.05,0.05,0.05,0.06,0.07,0.07,0.07,0.08,0.08,0.08
8/21/1991,0.05,0.06,0.06,0.06,0.07,0.07,0.07,0.08,0.08,0.08
8/22/1991,0.05,0.06,0.06,0.06,0.07,0.07,0.07,0.08,0.08,0.08
8/23/1991,0.06,0.06,0.06,0.06,0.07,0.07,0.07,0.08,0.08,0.08
8/26/1991,0.06,0.06,0.06,0.06,0.07,0.07,0.07,0.08,0.08,0.08
8/27/1991,0.06,0.06,0.06,0.06,0.07,0.07,0.07,0.08,0.08,0.08
8/28/1991,0.05,0.06,0.06,0.06,0.07,0.07,0.07,0.08,0.08,0.08
8/29/1991,0.05,0.06,0.06,0.06,0.07,0.07,0.07,0.08,0.08,0.08
8/30/1991,0.05,0.06,0.06,0.06,0.07,0.07,0.07,0.08,0.08,0.08
9/3/1991,0.06,0.06,0.06,0.06,0.07,0.07,0.07,0.08,0.08,0.08
9/4/1991,0.05,0.06,0.06,0.06,0.07,0.07,0.07,0.08,0.08,0.08
9/5/1991,0.05,0.06,0.06,0.06,0.07,0.07,0.07,0.08,0.08,0.08
9/6/1991,0.05,0.06,0.06,0.06,0.07,0.07,0.07,0.08,0.08,0.08
9/9/1991,0.05,0.06,0.06,0.06,0.07,0.07,0.07,0.08,0.08,0.08
9/10/1991,0.05,0.05,0.06,0.06,0.07,0.07,0.07,0.08,0.08,0.08
9/11/1991,0.05,0.06,0.06,0.06,0.07,0.07,0.07,0.08,0.08,0.08
9/12/1991,0.05,0.05,0.06,0.06,0.07,0.07,0.07,0.08,0.08,0.08
9/13/1991,0.05,0.05,0.06,0.06,0.07,0.07,0.07,0.07,0.08,0.08
9/16/1991,0.05,0.05,0.06,0.06,0.07,0.07,0.07,0.07,0.08,0.08
9/17/1991,0.05,0.05,0.06,0.06,0.07,0.07,0.07,0.07,0.08,0.08
9/18/1991,0.05,0.05,0.06,0.06,0.06,0.07,0.07,0.07,0.08,0.08
9/19/1991,0.05,0.05,0.06,0.06,0.06,0.07,0.07,0.07,0.08,0.08
9/20/1991,0.05,0.05,0.06,0.06,0.06,0.07,0.07,0.07,0.08,0.08
9/23/1991,0.05,0.05,0.06,0.06,0.06,0.07,0.07,0.07,0.08,0.08
9/24/1991,0.05,0.05,0.06,0.06,0.06,0.07,0.07,0.07,0.08,0.08
9/25/1991,0.05,0.05,0.06,0.06,0.06,0.07,0.07,0.07,0.08,0.08
9/26/1991,0.05,0.05,0.05,0.06,0.06,0.07,0.07,0.07,0.08,0.08
9/27/1991,0.05,0.05,0.05,0.06,0.06,0.07,0.07,0.07,0.07,0.08
9/30/1991,0.05,0.05,0.05,0.06,0.06,0.07,0.07,0.07,0.07,0.08
10/1/1991,0.05,0.05,0.05,0.06,0.06,0.07,0.07,0.07,0.07,0.08
10/2/1991,0.05,0.05,0.05,0.06,0.06,0.07,0.07,0.07,0.07,0.08
10/3/1991,0.05,0.05,0.05,0.06,0.06,0.07,0.07,0.07,0.07,0.08
10/4/1991,0.05,0.05,0.05,0.06,0.06,0.07,0.07,0.07,0.07,0.08
10/7/1991,0.05,0.05,0.05,0.06,0.06,0.07,0.07,0.07,0.07,0.08
10/8/1991,0.05,0.05,0.05,0.06,0.06,0.07,0.07,0.07,0.07,0.08
10/9/1991,0.05,0.05,0.05,0.06,0.06,0.07,0.07,0.07,0.08,0.08
10/10/1991,0.05,0.05,0.05,0.06,0.06,0.07,0.07,0.07,0.08,0.08
10/11/1991,0.05,0.05,0.05,0.06,0.06,0.07,0.07,0.07,0.07,0.08
10/15/1991,0.05,0.05,0.05,0.06,0.06,0.06,0.07,0.07,0.07,0.08
10/16/1991,0.05,0.05,0.05,0.06,0.06,0.06,0.07,0.07,0.07,0.08
10/17/1991,0.05,0.05,0.05,0.06,0.06,0.07,0.07,0.07,0.08,0.08
10/18/1991,0.05,0.05,0.05,0.06,0.06,0.07,0.07,0.07,0.08,0.08
10/21/1991,0.05,0.05,0.05,0.06,0.06,0.07,0.07,0.07,0.08,0.08
10/22/1991,0.05,0.05,0.05,0.06,0.06,0.07,0.07,0.07,0.08,0.08
10/23/1991,0.05,0.05,0.05,0.06,0.06,0.07,0.07,0.07,0.08,0.08
10/24/1991,0.05,0.05,0.05,0.06,0.06,0.07,0.07,0.07,0.08,0.08
10/25/1991,0.05,0.05,0.05,0.06,0.06,0.07,0.07,0.07,0.08,0.08
10/28/1991,0.05,0.05,0.05,0.06,0.06,0.07,0.07,0.07,0.08,0.08
10/29/1991,0.05,0.05,0.05,0.06,0.06,0.06,0.07,0.07,0.08,0.08
10/30/1991,0.05,0.05,0.05,0.06,0.06,0.06,0.07,0.07,0.07,0.08
10/31/1991,0.05,0.05,0.05,0.06,0.06,0.06,0.07,0.07,0.07,0.08
11/1/1991,0.05,0.05,0.05,0.06,0.06,0.06,0.07,0.07,0.07,0.08
11/4/1991,0.05,0.05,0.05,0.06,0.06,0.06,0.07,0.07,0.08,0.08
11/5/1991,0.05,0.05,0.05,0.06,0.06,0.06,0.07,0.07,0.08,0.08
11/6/1991,0.05,0.05,0.05,0.06,0.06,0.06,0.07,0.07,0.08,0.08
11/7/1991,0.05,0.05,0.05,0.06,0.06,0.06,0.07,0.07,0.07,0.08
11/8/1991,0.05,0.05,0.05,0.06,0.06,0.06,0.07,0.07,0.07,0.08
11/12/1991,0.05,0.05,0.05,0.06,0.06,0.06,0.07,0.07,0.07,0.08
11/13/1991,0.05,0.05,0.05,0.06,0.06,0.06,0.07,0.07,0.07,0.08
11/14/1991,0.05,0.05,0.05,0.06,0.06,0.06,0.07,0.07,0.07,0.08
11/15/1991,0.05,0.05,0.05,0.06,0.06,0.06,0.07,0.07,0.07,0.08
11/18/1991,0.05,0.05,0.05,0.06,0.06,0.06,0.07,0.07,0.07,0.08
11/19/1991,0.05,0.05,0.05,0.06,0.06,0.06,0.07,0.07,0.07,0.08
11/20/1991,0.05,0.05,0.05,0.06,0.06,0.06,0.07,0.07,0.07,0.08
11/21/1991,0.05,0.05,0.05,0.06,0.06,0.06,0.07,0.07,0.07,0.08
11/22/1991,0.05,0.05,0.05,0.05,0.06,0.06,0.07,0.07,0.07,0.08
11/25/1991,0.05,0.05,0.05,0.06,0.06,0.06,0.07,0.07,0.07,0.08
11/26/1991,0.05,0.05,0.05,0.05,0.06,0.06,0.07,0.07,0.07,0.08
11/27/1991,0.05,0.05,0.05,0.05,0.06,0.06,0.07,0.07,0.07,0.08
11/29/1991,0.04,0.05,0.05,0.05,0.06,0.06,0.06,0.07,0.07,0.08
12/2/1991,0.05,0.05,0.05,0.05,0.06,0.06,0.06,0.07,0.07,0.08
12/3/1991,0.04,0.05,0.05,0.05,0.06,0.06,0.06,0.07,0.07,0.08
12/4/1991,0.04,0.04,0.05,0.05,0.06,0.06,0.06,0.07,0.07,0.08
12/5/1991,0.04,0.04,0.05,0.05,0.06,0.06,0.06,0.07,0.07,0.08
12/6/1991,0.04,0.04,0.05,0.05,0.06,0.06,0.06,0.07,0.07,0.08
12/9/1991,0.04,0.04,0.04,0.05,0.05,0.06,0.06,0.07,0.07,0.08
12/10/1991,0.04,0.04,0.04,0.05,0.05,0.06,0.06,0.07,0.07,0.08
12/11/1991,0.04,0.04,0.04,0.05,0.05,0.06,0.06,0.07,0.07,0.08
12/12/1991,0.04,0.04,0.04,0.05,0.05,0.06,0.06,0.07,0.07,0.08
12/13/1991,0.04,0.04,0.04,0.05,0.05,0.06,0.06,0.07,0.07,0.08
12/16/1991,0.04,0.04,0.04,0.05,0.05,0.06,0.06,0.07,0.07,0.08
12/17/1991,0.04,0.04,0.04,0.05,0.05,0.06,0.06,0.07,0.07,0.08
12/18/1991,0.04,0.04,0.04,0.05,0.05,0.06,0.06,0.07,0.07,0.08
12/19/1991,0.04,0.04,0.04,0.05,0.05,0.06,0.06,0.07,0.07,0.08
12/20/1991,0.04,0.04,0.04,0.05,0.05,0.06,0.06,0.07,0.07,0.08
12/23/1991,0.04,0.04,0.04,0.05,0.05,0.06,0.06,0.07,0.07,0.08
12/24/1991,0.04,0.04,0.04,0.05,0.05,0.06,0.06,0.07,0.07,0.08
12/26/1991,0.04,0.04,0.04,0.05,0.05,0.06,0.06,0.07,0.07,0.08
12/27/1991,0.04,0.04,0.04,0.05,0.05,0.06,0.06,0.07,0.07,0.08
12/30/1991,0.04,0.04,0.04,0.05,0.05,0.06,0.06,0.06,0.07,0.07
12/31/1991,0.04,0.04,0.04,0.05,0.05,0.06,0.06,0.06,0.07,0.07
1/2/1992,0.04,0.04,0.04,0.05,0.05,0.06,0.06,0.06,0.07,0.07
1/3/1992,0.04,0.04,0.04,0.05,0.05,0.06,0.06,0.07,0.07,0.07
1/6/1992,0.04,0.04,0.04,0.05,0.05,0.06,0.06,0.07,0.07,0.07
1/7/1992,0.04,0.04,0.04,0.05,0.05,0.06,0.06,0.06,0.07,0.07
1/8/1992,0.04,0.04,0.04,0.05,0.05,0.06,0.06,0.06,0.07,0.07
1/9/1992,0.04,0.04,0.04,0.05,0.05,0.06,0.06,0.06,0.07,0.07
1/10/1992,0.04,0.04,0.04,0.05,0.05,0.06,0.06,0.07,0.07,0.07
1/13/1992,0.04,0.04,0.04,0.05,0.05,0.06,0.06,0.07,0.07,0.07
1/14/1992,0.04,0.04,0.04,0.05,0.05,0.06,0.06,0.07,0.07,0.08
1/15/1992,0.04,0.04,0.04,0.05,0.05,0.06,0.06,0.07,0.07,0.08
1/16/1992,0.04,0.04,0.04,0.05,0.06,0.06,0.06,0.07,0.07,0.08
1/17/1992,0.04,0.04,0.04,0.05,0.05,0.06,0.06,0.07,0.07,0.08
1/21/1992,0.04,0.04,0.04,0.05,0.05,0.06,0.06,0.07,0.07,0.08
1/22/1992,0.04,0.04,0.04,0.05,0.05,0.06,0.06,0.07,0.07,0.08
1/23/1992,0.04,0.04,0.04,0.05,0.06,0.06,0.06,0.07,0.07,0.08
1/24/1992,0.04,0.04,0.04,0.05,0.06,0.06,0.06,0.07,0.07,0.08
1/27/1992,0.04,0.04,0.04,0.05,0.06,0.06,0.06,0.07,0.07,0.08
1/28/1992,0.04,0.04,0.04,0.05,0.06,0.06,0.06,0.07,0.07,0.08
1/29/1992,0.04,0.04,0.04,0.05,0.06,0.06,0.06,0.07,0.07,0.08
1/30/1992,0.04,0.04,0.04,0.05,0.06,0.06,0.06,0.07,0.07,0.08
1/31/1992,0.04,0.04,0.04,0.05,0.06,0.06,0.06,0.07,0.07,0.08
2/3/1992,0.04,0.04,0.04,0.05,0.06,0.06,0.07,0.07,0.07,0.08
2/4/1992,0.04,0.04,0.04,0.05,0.06,0.06,0.06,0.07,0.07,0.08
2/5/1992,0.04,0.04,0.04,0.05,0.06,0.06,0.06,0.07,0.07,0.08
2/6/1992,0.04,0.04,0.04,0.05,0.06,0.06,0.06,0.07,0.07,0.08
2/7/1992,0.04,0.04,0.04,0.05,0.06,0.06,0.06,0.07,0.07,0.08
2/10/1992,0.04,0.04,0.04,0.05,0.06,0.06,0.06,0.07,0.07,0.08
2/11/1992,0.04,0.04,0.04,0.05,0.06,0.06,0.06,0.07,0.07,0.08
2/12/1992,0.04,0.04,0.04,0.05,0.06,0.06,0.06,0.07,0.07,0.08
2/13/1992,0.04,0.04,0.04,0.05,0.06,0.06,0.07,0.07,0.07,0.08
2/14/1992,0.04,0.04,0.04,0.05,0.06,0.06,0.07,0.07,0.07,0.08
2/18/1992,0.04,0.04,0.04,0.05,0.06,0.06,0.07,0.07,0.07,0.08
2/19/1992,0.04,0.04,0.04,0.05,0.06,0.06,0.07,0.07,0.07,0.08
2/20/1992,0.04,0.04,0.04,0.05,0.06,0.06,0.07,0.07,0.07,0.08
2/21/1992,0.04,0.04,0.04,0.05,0.06,0.06,0.07,0.07,0.07,0.08
2/24/1992,0.04,0.04,0.04,0.05,0.06,0.06,0.07,0.07,0.07,0.08
2/25/1992,0.04,0.04,0.04,0.05,0.06,0.06,0.07,0.07,0.07,0.08
2/26/1992,0.04,0.04,0.04,0.05,0.06,0.06,0.07,0.07,0.07,0.08
2/27/1992,0.04,0.04,0.04,0.05,0.06,0.06,0.07,0.07,0.07,0.08
2/28/1992,0.04,0.04,0.04,0.05,0.06,0.06,0.07,0.07,0.07,0.08
3/2/1992,0.04,0.04,0.05,0.05,0.06,0.06,0.07,0.07,0.07,0.08
3/3/1992,0.04,0.04,0.05,0.05,0.06,0.06,0.07,0.07,0.07,0.08
3/4/1992,0.04,0.04,0.05,0.06,0.06,0.06,0.07,0.07,0.07,0.08
3/5/1992,0.04,0.04,0.05,0.06,0.06,0.06,0.07,0.07,0.08,0.08
3/6/1992,0.04,0.04,0.05,0.06,0.06,0.06,0.07,0.07,0.07,0.08
3/9/1992,0.04,0.04,0.05,0.06,0.06,0.06,0.07,0.07,0.07,0.08
3/10/1992,0.04,0.04,0.05,0.06,0.06,0.06,0.07,0.07,0.07,0.08
3/11/1992,0.04,0.04,0.05,0.06,0.06,0.06,0.07,0.07,0.08,0.08
3/12/1992,0.04,0.04,0.05,0.06,0.06,0.07,0.07,0.07,0.08,0.08
3/13/1992,0.04,0.04,0.05,0.06,0.06,0.07,0.07,0.07,0.08,0.08
3/16/1992,0.04,0.04,0.05,0.06,0.06,0.07,0.07,0.07,0.08,0.08
3/17/1992,0.04,0.04,0.05,0.06,0.06,0.07,0.07,0.07,0.08,0.08
3/18/1992,0.04,0.04,0.05,0.06,0.06,0.07,0.07,0.07,0.08,0.08
3/19/1992,0.04,0.04,0.05,0.06,0.06,0.07,0.07,0.07,0.08,0.08
3/20/1992,0.04,0.04,0.05,0.06,0.06,0.07,0.07,0.07,0.08,0.08
3/23/1992,0.04,0.04,0.05,0.06,0.06,0.07,0.07,0.07,0.08,0.08
3/24/1992,0.04,0.04,0.05,0.06,0.06,0.07,0.07,0.07,0.08,0.08
3/25/1992,0.04,0.04,0.05,0.06,0.06,0.07,0.07,0.07,0.08,0.08
3/26/1992,0.04,0.04,0.05,0.06,0.06,0.07,0.07,0.07,0.08,0.08
3/27/1992,0.04,0.04,0.05,0.06,0.06,0.07,0.07,0.07,0.08,0.08
3/30/1992,0.04,0.04,0.05,0.06,0.06,0.07,0.07,0.07,0.08,0.08
3/31/1992,0.04,0.04,0.05,0.06,0.06,0.07,0.07,0.07,0.08,0.08
4/1/1992,0.04,0.04,0.04,0.06,0.06,0.06,0.07,0.07,0.07,0.08
4/2/1992,0.04,0.04,0.05,0.06,0.06,0.06,0.07,0.07,0.07,0.08
4/3/1992,0.04,0.04,0.04,0.05,0.06,0.06,0.07,0.07,0.07,0.08
4/6/1992,0.04,0.04,0.04,0.05,0.06,0.06,0.07,0.07,0.07,0.08
4/7/1992,0.04,0.04,0.04,0.05,0.06,0.06,0.07,0.07,0.07,0.08
4/8/1992,0.04,0.04,0.04,0.05,0.06,0.06,0.07,0.07,0.07,0.08
4/9/1992,0.04,0.04,0.04,0.05,0.06,0.06,0.07,0.07,0.07,0.08
4/10/1992,0.04,0.04,0.04,0.05,0.06,0.06,0.07,0.07,0.07,0.08
4/13/1992,0.04,0.04,0.04,0.05,0.06,0.06,0.07,0.07,0.07,0.08
4/14/1992,0.04,0.04,0.04,0.05,0.06,0.06,0.07,0.07,0.07,0.08
4/15/1992,0.04,0.04,0.04,0.05,0.06,0.06,0.07,0.07,0.07,0.08
4/16/1992,0.04,0.04,0.04,0.05,0.06,0.06,0.07,0.07,0.07,0.08
4/20/1992,0.04,0.04,0.04,0.05,0.06,0.06,0.07,0.07,0.08,0.08
4/21/1992,0.04,0.04,0.04,0.05,0.06,0.06,0.07,0.07,0.08,0.08
4/22/1992,0.04,0.04,0.04,0.05,0.06,0.06,0.07,0.07,0.08,0.08
4/23/1992,0.04,0.04,0.04,0.05,0.06,0.06,0.07,0.07,0.08,0.08
4/24/1992,0.04,0.04,0.04,0.05,0.06,0.06,0.07,0.07,0.08,0.08
4/27/1992,0.04,0.04,0.04,0.05,0.06,0.06,0.07,0.07,0.08,0.08
4/28/1992,0.04,0.04,0.04,0.05,0.06,0.06,0.07,0.07,0.08,0.08
4/29/1992,0.04,0.04,0.04,0.05,0.06,0.06,0.07,0.07,0.08,0.08
4/30/1992,0.04,0.04,0.04,0.05,0.06,0.06,0.07,0.07,0.08,0.08
5/1/1992,0.04,0.04,0.04,0.05,0.06,0.06,0.07,0.07,0.08,0.08
5/4/1992,0.04,0.04,0.04,0.05,0.06,0.06,0.07,0.07,0.08,0.08
5/5/1992,0.04,0.04,0.04,0.05,0.06,0.06,0.07,0.07,0.08,0.08
5/6/1992,0.04,0.04,0.04,0.05,0.06,0.06,0.07,0.07,0.07,0.08
